tweet,sentiment
hello Anyone there,negative
I did get the email Thought i wasnt supposed to reply to those,neutral
can you share where it is coming from,neutral
I hope you have a solution or insurance to cover this issue,negative
can we get a honest update on departure of flite Been on plane with infant children,negative
I wish we were on our way Now theres a problem wdeicingThree amp hour delay so far amp sill not sure if well be taking off,negative
I love you Southwest I accept all your flight attendants and their many talents always flySWA,positive
my flight was already Cancelled Flightled this morning because of a snow storm in Denver And now Im in DC waiting for a pilot to get on,negative
BosSF was in between waivers Business Cancelled Flighted due to weather beforeafter No flexibilitycompassion in extreme circumstances,negative
typically once you get the problem fixed then the crew expires and the delay turns into a Cancelled Flight,negative
Yeah we figured it out Thanks,positive
Outbound bags lbs bags Returning home bag lbs What is your logic And WHY Am I writing to a Machine Human HELP required,negative
pretty sure hes saying Ricoh had great service down at BOS happytohelp,neutral
team is back home but luggage all wet and partly damaged Not happy blizzard,negative
hours to rebook but hours lr the same problem again Arrive at gate stopped cause now infant is sitting in yr old lap,negative
been on hold for hours for something which I could have done in less than minute if it was availableYour site UX is awe full,negative
Yes though they have not located the bag yet It was a lovely flight outside of that,negative
the gate agent said its booked in full Sorry I had a ticket with a st class seat I will call customer service when I land,negative
Im sure a lot of your and JFKLHR flights go a lot faster than mph with a strong tailwind,positive
Only biz days calendar to respond to my inquiry I hope your standards are universally adopted BadCustomerService,negative
You didnt respond to my DM You tweeted the same canned tweet youre telling everyone else,negative
HI again How you suggested I contacted u via phone sent a mail with the original ticket amp the result,negative
Thanks Great stuff I can only imagine how jammed everything is,positive
aa being ignored,negative
rarely ceases to amazefor the worse i hope this is the last time i have to fly with you,negative
this receipt doesnt show the evoucher value nor does it mention having used an evoucher,neutral
dropping passengers with small baby and infants at your San Juan terminal As unloading baby officer writes me ticket for,negative
to be clear on my luggage comment I am referencing the photo attached Flight to JAC,neutral
Aw okay thanks,positive
your customer service is a joke First a mechanical Cancelled Flightation now weather On hold since am No humans Pls call me,negative
can you take care please Thanks,neutral
You are for so far in ontime flights on this vacation,negative
flight landed hours ago more flights CMHIAD last night and still no bagcould have driven it from CMH,negative
Good to know that your phone customer service is still impaired due to bad weather that was over a week ago jetblueanyone,negative
thanks We did see an agent Unhelpful Some got vouchers others did not for unexplained reasons,negative
Buying Early Bird was pointless You moved me to a diff flight bc first one was delayed so I lost my boarding position,negative
is the worst airline in the entire world I only flew them because I had to and it was the nightmare I knew it would be,negative
Yes I can But you guys should get your act together,negative
companion pass please,neutral
look at the Twitter history as usual service non existent,negative
wanted to but you Cancelled Flightled my tickets They were too special i guess even for united,negative
my home for the next hrs GFC,positive
sent DMs,neutral
I will thank you What do I do if I cant get through and my flight on hold Cancelled Flights,neutral
No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business,negative
why do your MDW gates have so many fewer seats than your planes,negative
now this,negative
Never got to the strip that fast before Stoked for special show tonight Thx again,positive
does a great job of answering public messages Direct private messages not so much,negative
two years old Birthdate,neutral
Sent an email more than hours ago asking a few questions still no response Need answers before hopefully Flight Booking Problems flight,negative
not sure what this means but son and I will certainly have operational needs for seats during Flt next Friday yet,negative
Brazil to volunteer teaching english amp spanish to Poor children so they have a skills to improve their chances of a better life,neutral
Even though this flight didnt have much needed hot beverages us NYers the landing was super smooth happytweet,positive
please help trace my luggage which was put through without a name tag on February at Albuquerque airport,negative
Thanks Was just about to book a flight to UK using but after reading this exchange theres no way Ive sent,neutral
Yes I did We headed out to deice minutes after I sent it to you Made it to Austin but am now waiting for the luggage,negative
Nope Walked up amp down the ORF terminal amp not a United agent to be found Showed up last minute to board us Many panicked people,negative
States faundation was by faith Judeo Cristian it was by ideologias,neutral
thank you will do,positive
Ok thank again for your help,positive
Overbooked SXMCLT delayed deplaning extra passengers missedconnection forcedovernight CLT no lodgingfood Disappointed,negative
maybe dont play the video about how your flights are outfitted w wifi on the flights where wifi isnt working,negative
maybe have a supervisor find out why the international checkin at FTL hasnt moved in minutes yet employees picked up pizza,negative
Thanks Are they really open am pm every day Any way to check they are open before going all the way there Thanks,positive
flight UA sitting at newark waiting for a gate seriously threehoursLate Flight,negative
Yes I made the flight and got my workout in too,neutral
when are you opening the flights beyond august th,neutral
every time I look at the flight status more minutes is added to the delay How about some points for trouble,negative
Flight Four hours in the plane on the ground at BWI,negative
although there was a hour delay every single staff member from the ticket desk to the admirals club in was as sweet as pie,positive
Despite Mother Natures best efforts s goodhumored folks got us home safely in an area heavily affected by winter storms,positive
in Bogota with no wallet is no fun,neutral
you kind of screwed my day up at least it was outbound but you did save it by stranding me in a,negative
has been showing the same tone deaf video for all these years about how wifi is coming HahNot before I leave ftw,negative
so glad Ive been waiting for hour and minutes and Ive been transferred times without resolving anything Worst service ever,negative
change fee same price of new ticket Not logical,negative
US pilot started the flight by announcing arrival into Gatwick not Heathrow Moments of concern for all aboard,negative
I was on hold for hours and still no answer Is this really how you run your business,negative
thanks for the reply I saw that but its not particularly helpful to a hungry vegetarian not flying those specific flights SHRUG,negative
Been on hold min so far trying to book seat for my infant Price increased in meantime What do I do,negative
been good yr friendly skies relationship day agent told me Im only Canadian and thus not good enough for military preboard,negative
momma I made it,neutral
Love JetBlues speedy Twitter customer service,positive
it is possible to make a ticket change via Twitter Traveling internationally and cant make calls Thanks in advance,neutral
Flying with you in about weeks bringing blankets bc its freezing,positive
yes Every one of these on every flight is like this There needs to be more Velcro or something,negative
Paid for in flight wifi from Austin to San Diego wasnt useable Possible to get a refund Conf XXVM,negative
please help my flight appears Cancelled Flight from ft Lauderdale to Dallas to LAX Is there anything leaving from Mia or FLL ThxU,neutral
what does TSA Pre on my boarding pass mean,neutral
Why are you making it so freaking hard for me to say good things about you jetbluefail,negative
All these changes Way to stick it to your Premiere K loyal customers Why make things harder for those that loyal to you,negative
has to be the most lazy inconsiderate and unprofessional airline that I have ever traveled,negative
stuck in cae need reFlight Booking Problems for next flight possibly dm for more info,negative
PWM direct to Orlando on Saturdays why is this only happening in March I thought it was going to be a permanent thing,negative
Boo for a not refunding a seat upgrade fee I did not want to buy in the first place,negative
employees are the angriest angstiest group of people anywhere except for Tasha at checkin at IAH,negative
Please get me an economy plus seat Awful day of Cancelled Flighted flights after lots of planning,negative
Please dont trivialize me This is a joke not a slow day or slow experience,negative
my wifes flight is Cancelled Flightled told to call No one answers How do we book a flight Help us please,negative
that link is broken But if its the online baggage locator I already tried it and it gave me no useful information,negative
what happened to flight status map It was so cool,neutral
great flight,positive
my brother missed his flight traveling home for a funeral and cant get through to the call center can you help,negative
besides no small degree of selfinterest We take that route several times a year amp would hate to be in that situation,negative
Im still disappointed that it is apparently ok for a Flight Attendant who isnt up on current policy to argue with a traveler,negative
Is your company motto I do not care I heard several times from your employees to your clients in the past week idonotcare,negative
thanks Can you help remind the agents its ok Ps Heard rumors of a streaming wifi TVmovie service you might be installing,positive
Teyana Taylor Performing MedusaFridays Free Till TheMenOfBusiness,neutral
what incentive do I have to give you another chance,negative
you know your updates every hours telling me you dont know where my bags are is also equally irritating ColtsMissingBags,negative
Your scheduling skills failed The delay went from four hours to nearly six Dont tell me you were snowbound in PBI,negative
okay thanks Hope to be flying with you guys soon,positive
This is how vacations get Cancelled Flightled been on hold for minutes still havent talked to anyone failure,negative
no they could be at Laguardia JFK or Charlotte I have no idea where they are now tho,negative
nd time in days that my flight has been delayed and my gate agent hasnt said anything Thanks for the memories NeverAgain,negative
knows whats up That BlackHistoryMonth commercial Just another thing to add to reasons why I fly with SouthWestAirlines,positive
Empty st class Chairman cant move up due silly award travel rule trumping common sense customer service fail again,negative
Im stuck in Fort Lauderdale,negative
flight on was delayed over three hours because the pilot never showed up,negative
Social Media Takes Flight with Fly LikeAGirl What brand lesson can we learn SMM Brand,neutral
at MSP w employees trying to check in several hundred and the line is crazy might miss our plane be sure to thank these employees,negative
WORST SERVICE EVER Delayed flights for more than hours plus you missed my bag And your employees are rude,negative
watched the entire UNCvsDUKE game on the Tarmac before Cancelled Flighting my flight because crew timed out right before my hr flight,negative
if I cant get through to reservations how can they take a look hour hold times are not reasonable in any industry,negative
officially has the most inefficient boarding procedure There is no reason it should take mins to board a plane,negative
bag in possession but no clothes in bag,negative
Your staff was really kind about the flight delay Luggage Not at all Very disappointing,negative
the TV Wifi was spotty Its just a nice feature for a X country flight Still wont keep us away lovejetblue,negative
yes to three different checkers along the walk to the plane Overkill,negative
what happens if the flight takes off before we Cancelled Flight Thats the issue We dont want to pay because of your inaccessibility,negative
hey southwest Help me find a flight from Nashville Washington DC or Raleigh for under on March please,neutral
need flight to ATH from PDX Do you coordinate with other airlines,neutral
gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft tell the truth,negative
your airline has been telling me that my luggage is one hour away from my destination for days,negative
on hold for hours You know what just keep my money,negative
I guess thats not the busiest route so based on trafficfuel costs regional jet is the decision but still not great travelers,negative
Is it me or is your website down BTW your new website isnt a great user experience Time for another redesign,negative
be patient while I let this string of tweets go out showing people you are bad at your business,negative
Why is it ok that noone can help me with the bag you lost on my honeymoon months ago this is not responsible or professional,negative
Would love to combine AA and USAir accts Unfortunately one has my middle name amp one has middle initial Wont allow change,neutral
when are you putting some great deals from PDX to LAS or from LAS to PDX show me your love,positive
please call Late Flightr is not acceptable but neither is being on hold for hrs onholdwith,negative
New marketing song let us know what you think,neutral
Ive been on hold ANOTHER hour and still nothing My Cancelled Flighted flight was supposed to be six hours from now Stranded,negative
the dinner and called me hon Not the service I would expect from st class disappointed,neutral
We dont mind the fee We were told we cant change name on ticket at all,negative
Thanks for the info Have a good day,positive
will do maybe the prepurchase meal email is because the flight is min short of hours so I guess there are none offered,negative
do you have an application for iOS Was looking and only saw Virgin Mexico lt,neutral
got a text my flight was Cancelled Flightled Now what do I do Help please,negative
they were no where to be found at Midnight Last Night I would think the agent in LAX could have relayed that infoBag on flt,negative
would it kill you to not let miles expire,negative
thanks for responding,positive
please dm me,neutral
I fucking hate your customer service Ive been on hold all morning trying to figure out why you Cancelled Flighted my flight,negative
tomorrow from RIC to BOS Looking good or am I better rescheduling,neutral
You guys did an amazing job today Know its hard thanks to Kate Appleton for all her hard work reFlight Booking Problems my friends and me,positive
you should have dollar LAXLas fares,neutral
gate agent in CLT forced me to check bag in z amp proceeded to allow larger bags Huge inconvenience to travel plans,negative
AmericanAirlines on approach to mex,neutral
I dont believe its acceptable to have a ticket changed after check in time amp not be notified Apparently thats standard,negative
i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call Getting tired of typing little notes,negative
Are there any travel advisories for Toronto ON today I cant access anything regarding international travel on your website,negative
how many are left,neutral
AA Gate Supervisor emplid allowed flight AA to leave JFK to SJ on feb wo customers that made final boarding call,neutral
contd They put her on pm flite tonite I think shes on now Worst customer service ever U need to fix it,negative
is the worst I have to pay just to NOT take my first flight in a round trip Otherwise theyll Cancelled Flight my whole flight,negative
How can you not know where my bags are You knew where they were hours ago You are killing me Worst service Ever,negative
Annnndddd I just booked my flight That was easy,positive
can you help,neutral
Just trying to book tickets to NYC and facing super fun broken styling Dont worry Ill keep trying,negative
Im DMing my info and no is assisting My flight home left before m first flight had even landed,negative
has once again let me down Dont think Ive ever flown with them and not had problems Worst airline period,negative
wifi wasnt working onboardAlerted attendant re socketYou sent me to a hotel for hours with Vouchersno wifi at hotel,negative
service staff to is less than friendly,negative
So do I need to book two one ways in order for her to fly as an unaccompanied minor,neutral
sitting in the middle for the first time Hope it works out well,neutral
Hello any one out there have you forgotten me I need a luggage for BA Your dropping the ball here,negative
rebooked hours after original flight to say your handling of situation was bad would be an understatement,negative
made it Never ran so fast in my life,neutral
It really is nice though The snack fridgethat you can just get up and take stuff out like a dorm common room is genius,positive
doesnt take into account the it cost rent a car drive home,neutral
Im assisting He is already rebooked Agents rude unhelpful discourteous FrequentFlyers appalled Unacceptable,negative
this is the reason I avoid and like the plague Glad to see this merger is working well dumb,negative
you cant beat jetblue in spaces matter,positive
alas it was pretty full so we had to entertain ourselves with witty repartee,negative
mission accomplished today Thank you,positive
I sent my details to the customer care link you sent me almost a month ago and no response,negative
what a joke of a company today reminded me why I never book with you,negative
Melinda in reservations in greensboro nc is an absolute jewel thank her for me shes amazing,positive
Ive just received the ticket Thank you for your help,positive
This is with regard to a flight from a couple weeks ago Im very frustrated with your policies amp expressing that,negative
Rebooked for tomorrow morning Never been here not sure what I can see before tomorrow morning,negative
seriously there arent any reps available to take phone calls Even for platinum,negative
is that all that matters not the fact that were at a different destination we were put through a tremendous amount of stress,negative
no delay I pay for BS A ticket You boarded flight early Im last to board Now have middle seat Wasted,negative
so if your genuine give me your opinion on what occurred last night fly from phl to mia No assistance at airport,negative
DONE thank you so much,positive
overloads small plane with extra baggage and then Has to take them off Poor execution minute delay,negative
gate agents are now working with everyone to resolve connecting flight issues which is my concern,negative
obviously the staff at EWR United or otherwise have not seen your ads about being FRIENDLY and helpful ewr worst airport,negative
continue button generated a trip to plan your trip page regardless of how far along I was in Flight Booking Problems process hint the end of it,negative
flight DEN to JFK already hrs delayed Any idea how that might change again due to weather forecast etc,negative
How about auto check in for CP holders Come on,negative
Is it a temporary site glitch or are you no longer offering flights from GRR to GEG after Feb Cant find any online,neutral
Flt lax to EWR Your pilot bragged about getting to EWR early only to wait min for a jetway driver Thanks United,negative
Hi Get error msg when trying to check in on line States wrong pass Tickets rcvd from AA due to training in DFW U know Y,negative
My boyfriend and I have LOVED since amp it would be so awesome to go to Vegas event Any way you can help,positive
yay for glitchy tracking system My bags made it to my destination and not Laguardia like the app said,negative
this is awful flight out of jfk for our honeymoon is delayed AGAIN until AM and we lost money on a hotel now delayforwhat,negative
When chging flight isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption,neutral
i tried it but doesnt help very much and Reservation seems to be overwhelmed with some issues,negative
can i have my bags back ding,negative
it says it is now you owe me,negative
love you guys You know that But I paid for prem wifi toplay No go Ping terrible up too,negative
there is a sector whereby it says in both bagsno bag allowance at all in international flight,neutral
thanks for making me miss my meeting in Dallas dollars down the toilet,negative
sorry you were disappointed outoftouchwithreality people have kids and jobs,negative
just touched down in NewOrleans for the annual national distributor conference livethelegend,positive
already done that the answer i got was oops we can give you miles and were very sorry but who pays for my discomfort for h,negative
She is travelling from Melbourne Australia to Bogota Colombia tomorrow,neutral
I experienced what defines customer service on FLT A flight attendant willing to follow up with a passenger on bag charges,negative
I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF currentlysittingontarmac,negative
crazy how every airline flew out to the northeast tonight except you,negative
my brothers flight into DFW was Cancelled Flightled yesterday Are you flying from ONT to DFW today,negative
Yes I am RNO departure at on wconnection at DFW to LGA I can do the am to LAX and then to JFK,negative
I would never fly United Airlines again,negative
what happens when I have a confirmed flight but no seat available during online checkin except for Even More Space upgrades,negative
speaking languages paid off as the US line left me over min in hold without an answer the latinamerican solved in min,negative
after flight Cancelled Flightlations we finally get a flight get to the gate on time amp youve given our seats away Seriously,negative
ual sucks,negative
Big kudos to your staff today at Dallas Love Field for lifting everyones spirits today with all the delays and Cancelled Flightlations,positive
why the hell u left alliance and joined world is beyond me not a smart move time to start looking at other carriers,negative
you guys fail again all I need to do is use my voucher for a ticket but I cant do it online yourphonesystemsucks,negative
at the gate IAD to RDU,neutral
I was under the impression when there is an hour delay in your flight because of equipment failure compensation is offered,neutral
to start xweekly A flights from to Dallas Austin on APR avgeek,neutral
rude rude,negative
Good luck with the noenertainmentonhourflights strategy Innovation at work Hello,negative
been sitting on the tarmac for mins now bc engine is broken How are u going to compensate passengers WorstAirline,negative
A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation,negative
do you have all winners for DestinationDragons,neutral
you keep suggesting people call but we just end up on hold for hours You seriously dont have a better method,negative
When I checked yesterday it looked like it did Did something change,neutral
this made me have to Cancelled Flight my car reservation and it came out to more moneywhy did you reschedule a time without the crew,negative
Awesome thanks,positive
by far the best example of the worst company,negative
My mother had overheard a personnel ask the attendant if the passengers really knew what was going on and the attendant said no,negative
is the of airlines hrsminOnHold,negative
I take it as a compliment that I was mistaken several times as a member of your staff on my flight time to remove my scarf,neutral
Gerne,neutral
it should be free like other airlines Again its not anymore,negative
the person I talked to couldnt do anything not normally available online other than the no charge part,negative
wont transfer flight ticket to accompany an yr old whos active military mom had to have emergency brain surgery WOW,negative
I shouldnt be made to feel like a criminal because I want to sit near my year old on a flight jetblue,negative
According to TV passenger interviews the landing was far from uneventful with heavy panic breaking to,negative
Thanks Sent a DM to you Let me know if oyu need any additional information,positive
question was given food vouchers but cant use on planehow come,negative
my dads vacation to SXM got delayed a day because of shoddy service Earliest FLL gt SXM flight trying to hep him out,negative
Aww cool Its nice to know they are still up above my head then One of my faves,positive
web app wont let me upgrade seats call center wait time is minutes plus just want to get more legroom but its a pita,negative
currently dancing in the terminal love Stevie,positive
Congrats on winning the award for Best Deals from an Airline US,positive
Looking cool,positive
Wasnt frustrating Well not in any way reLate Flightd to yall anyway Impressed that I made it,positive
epicfail from a former gate agent in PIA He walked away and quit Luckily a responsible PIA agent saved the day,negative
would you say a delay is more likely Thanks so much,positive
the you above all commercials Like the legroom one,neutral
can Cancelled Flight my flight anytime if this is where they keep me for the night,positive
he was trying to take stuff from the under the seat in front of him and bugging out throughout the flight Didnt feel safe,negative
I normally ask people to put on headphonesbut not toddlers Maybe planes should have a kid section near the back,neutral
Whats your excuse this time for delay from LGA to TPA I know the plane is in the air,negative
flight fro ORF to PHL,neutral
bags hv been posted on board for flight on carsl Now switched to carsl Its comedic watching passengers run frm to othr,negative
love the s music blasting at gate in Boston while waiting for flight to SanFrancisco Only if I could get an iced coffee,positive
are the bags off Flight CLT to JFK We landed last night just before midnight,negative
thanks for the heads up about the hour delay sarcasm patienceiswearingthin woof,negative
enjoyed heathrow lounge so much i almost missed my flight,positive
Policy makers need to change their mindset on aviation Flying is not for,negative
give this guy a raisegreat start to flight from AZ to MKE,positive
you cxl both my flights tofrom DFW to CLL wo notice then treat me like trash on the phone and offer no compensation WTH,negative
Booked a flight home over months ago and requested seats together for my fiance and I We got middle seats UNACCEPTABLE The,negative
we all watched as the crew was escorted from the back to st class Prebooked Really Your dissatisfaction is und,negative
No I do not I was only given a Flight Booking Problems reference number,neutral
on our way now,neutral
missed flight connection due to flight attendant delay Yet no voucher on your part fail,negative
be Chicagos hometown airline care about your neighbors SaveTheDiagonals FlyQuiet ORDNoise,positive
I dont want to waste any more of my time on your airline youve already robbed hours of my day but I definitely will,negative
weather where Its in SFO and flight is still on time to boston,neutral
wheres my selfie,positive
arrived in San Juan early Thanks for a great flight LUV u,positive
no we are boarding but why cant your agents on the phone taking care of K travellers link reservations,negative
thank u i wiil write after call travel agency,neutral
Thanks for two smooth safe and fast flights Boston Houston LUVSWA,positive
Thanks for replying I sent my conf I love aviation and Southwest and all I wanted for my th was to fly SWA for the day,positive
you can read the full story when I submit a case to your team about the pilot of flight and why we are sleeping in DIA,negative
I hope so Last I spoke to the baggage team they werent sure what city my bag was in,negative
It was quite enjoyable Except now hes stuck on the runway in Houston,negative
Another glitch,negative
shows us their sense of humor with these tongueincheek flight etiquette videos,positive
I was believing you for a minute but we just got delayed for a rd time,negative
flight,neutral
cust serv reps who are unable to change reservations in your system Check in unaware of Cancelled Flights that I got word on night before,negative
Can flight get the paperwork inputted We should have taken off an hour sittingontheplane hungry,negative
im on the plane not sure what you mean We are sitting here Its just one story of failure after another when I fly you guys,negative
why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate,negative
my PR class would luv to know whos in charge of your Twitter How many people write your tweets gracias,neutral
tried to book a flight IAHMNL departing returning you are advertising flights for that cant be book,negative
and again Another rep kicked butt Naelah represents your team so beautifully Thank you,positive
so who does handle bag issues And why wouldnt you put me onto them in the first place,negative
Landed in Nashville Thanks for taking care of us,positive
the only airline based in Silicon Valley disruption FCmostinnovative incubator s,positive
why dont you tweet canned impersonal responses as though this is the only impatient customer youve got,negative
this is the aforementioned pilot sure you want to merge with these patron hitting hoodlums,negative
rd time cut off after minutes on hold with Chairmans desk Wth how are we supposed to rebook Cancelled Flightled flights,negative
Is there a direct number to call to request a refund Its telling me its not valid as I changed the ticket No number on site,neutral
Wanted to compliment ur phone agent Jeanette for reFlight Booking Problems RDU to SEA thru SFO after connecting flight thru EWR was Cancelled Flightled,positive
ticket counter Masters out of SMF not very helpful,negative
I was really looking forward to my flight can you let me know when it will be rescheduled diehardvirgin,negative
I am just trying to establish what your policy is Thanks,neutral
I need updates on my flights amp I have been on hold for over hours,negative
Case ID,negative
You left PEOPLE on a hot plane with no ventilation for over an hour and a half and then had to bus them to JFK because of,negative
we have been told that its lostyou guys dont know where it is,negative
nope I gave up maybe theyll deliver it,negative
No had already waited an hour for it and wanted to get home,negative
my dad booked through orbitz and due to weather he cant make it to the airport Can you help him,neutral
pls get me back to Tallahassee no one should ever have to be stranded in Gainesville for this long,negative
can anyone assure me that the aircraft coming to Denver had left its previous destination Flight,negative
Hi can you email me here so i can share the details Thanks frankcom,neutral
it seems like no one from United can help me Lots of fingers pointed zero people stepping up At least the gate has Oreos,negative
its flight,neutral
flight now sent back to the gate even though the app says its leaving Anyone have a clue Its and sunny at JFK,negative
why is it so hard to add in meal preferences AFTER I booked tickets I forgot to do it amp its now impossible I even called,negative
great will do once I land in JFK,positive
You should really help out you are getting a TON of bad publicity right now WillNeverFlyWithYou,negative
Kid upset my staff upset one accused of stealing fruit mistreatment due to airline policy of an Austic child,negative
have you ever lost luggage with an infant and a year old Then customer service never answered the phone Ive tried all night,negative
I know youre dealing with the weather but is a hot mess Pls send reinforcements,negative
on UA tonight and told delayed due to Late Flight crew No idea where crew coming from your staff unhelpful Any ideas,negative
Congratulations,neutral
Again you guys are a huge joke and Cancelled Flight your flight for no reason This is the rd time in one trip for me that you have,negative
thank you for the refund of the change fee for a recent flight affected by our bizarre winter Excellent customer service and focus,positive
almost at the gate for to SF Please wait more seconds,negative
No At JFK you sort of have to guess things out Its a small airport so whatever,negative
Ladies and gents United Airlines,neutral
Just sent a DM Thank you for the acknowledgment,positive
you knowhockey sticks are expensive Your baggage handlers shouldnt just be throwing them on the cart,negative
no apology Cool,negative
rqstd upgrade to mint at LAX and was told no because i used points Why turn down bcz I used points trueblue,negative
its too damn cold to be sitting on this runway with no heat,negative
This was a real life exercise in crisis management which failed miserably Some compensation would go a long way,negative
please acknowledge Attendant Jeff Wernicke Beat in class and service on SW,positive
There is no excuse for leaving a minor to spend the night sobbing hours in a plastic chair UAs actions Terrible united,negative
AA now that the airplane has been sitting here for over hrsthere are mechanical problemsBTWthe AA desk is unorganized,negative
No RT Our fleets on fleek,neutral
Flight had sime of the rudest flight attendants I was run over by the drink card and had a flashlight dropped on me noapology,negative
you guys are perfect as always lt WeRVirgin,positive
thank you you guys,positive
okie doke Knowing you you will fix this,positive
Exicted to be flying with yall soon,positive
no flights to HRL is this a limited route,negative
know that I could use that for a flight into Canada By they time they figured it out it was too Late Flight to check our bags,neutral
Not only did u lose the flight plan Now ur flight crew is FAA timed out Thx for havin us sit on the tarmac for an hr Pathetic,negative
ticket agent servicing at least people on line Waiting for an hour and a half and your phones hang up on people,negative
why was Flight delayed to Buffalo Its a direct flight and the plane is at the gate,negative
delays to the max,negative
weeks ago today i arrived in miami and I still dont have my bag absolute disgrace,negative
for a response in days No thanks,negative
Interesting you forward compliments but never complaints Worlds worst airline GoingForGreatnessFAIL,negative
VIPLiveintheVieyard first time we tried to redeem pts for anything it really did not go well disappointed,negative
LAUREN OMG BEST AIRLINE EVER,positive
I need help Cancelled Flighting an upcoming flight made with AAdvantage miles Record locator HFJKTO Can someone please assist,neutral
take note of this great example of actually making good for an extremely inconvenient situation,positive
yes but not with much help from you guys,negative
The inbrowser hover over is intrusive and annoying And the fact that the WiFi only works on one device is sort of sad,negative
min away,neutral
who do I need to talk to to get a full refund on my trip Your call center offers no assistance,negative
are Amex Plat holders provided access or a credit in the Airspace Lounge in JKF,neutral
I just booked a flight for When I view my reservation it has MI connected to First name Is this a problem can it be changed,neutral
Delayed due to lack of crew and now delayed again because theres a long line for deicing Still need to improve service united,negative
has unrivalled access to California with flights to the US from UK airports with nonstop or onestop connections yearround,positive
Thanks Which day of the week is the direct The flights I saw went thru JFK,neutral
I was told there is no record of my refund Can someone please help me This has been a long day,negative
so youre not honoring miles with that were traveled last year,negative
Although it wasnt totally the answer I was looking for I appreciate the prompt response,positive
flight just Cancelled Flighted Can you help me rebook,negative
Hi Just wanted to see if you have any new routes planned this year for Newark Love flying you guys and hope to do so more,positive
Were having grandbabies in weeks will travel to DC for the births Thank you for the reasonable fares See you Saturday,positive
excited to barrel through the sky at mph on a ton piece of metal operated by a company that cant get their tiny TVs to work,negative
call my work and tell them its your fault Im Late Flight,negative
whats going on with flight Delayed beyond Shouldnt thre flights switch at that point,negative
been on hold so long to rebook my Cancelled Flightled flight I had enough time to rebook with instead Lots of room there,negative
has screwed me over for the last time glad to give you my business JetScrew AwfulCustomerService,negative
should prob give me a refund since they made me miss my flight waiting to talk to someone for hours,negative
whats the issue with flight from jax being delayed tonight,negative
Its all good Thanks,positive
I have fam thats supposed to fly that are currently in the hosp trys to speak to a human yr phone sys cuts off pls hlp,negative
Helloare flights taking off from airport this noon Am supposed to travel on flight to San antonio,neutral
your social media team just said sorry Thankfully submitting a complaint got resolution from an amazing rep who called,positive
see No response Obviously you think this service is acceptable customerservicefail,negative
think you have great people working for you,positive
hours on the phone yesterday Really Still doesnt pick up status on US Air flight,negative
Cancelled Flight previous request Will accept ticket number for document number,neutral
you know what would be awesome Providing us with complimentary entertainment on your flights Especially those longer than hours,neutral
Yo Im trying to make a change to a reservation but whenever I select the flight it says Unable to price Please help,negative
UA there is no way a plane loses its software I believe you decided to do an upgrade,negative
I took the day off from work and drove hours round trip to rescue my daughter and other students from LaGuardia Thanks,negative
Too bad theres only like people on that team then Because this is next level unreal,negative
Definitely will,neutral
hours now No Im not patient Why dont you have a call back feature or pay someone to answer the phone not tweet onhold,negative
yeah I have been expecting The same for hours,negative
Thanks Took care of it Issue was IVR was unclear and took too long to get a callback option Would love to see that fixed,negative
Thank you for that Am I able to claim any interim expenses or is the cost of the stuff up on me,positive
STAHHPPP RT Our fleets on fleek,neutral
Thank you I will be there to pick her up on time,positive
heres part was at bag drop inserted my JetBlue cc didnt print pass Agent standing in front of me refused to print my pass,negative
I hate you for this,negative
So frustrated with my experience with Southwest hours trapped in Denver bc of mechanical problems worstcustomerservice,negative
That would be great I never thought Id be the sort whod be into them but it really makes the flying experience more bearable,positive
what an incredibly arrogant thing to say while I sit here at OHare waiting for your incompetent airlines to refuel on a,negative
Im not sure what happened to my USAirways status when the merger took place,negative
yep as I saidi feel sorry for you that you have to run their account how embarrassing for you,negative
With snowice forecast DFW Tu pmWe am what is change policy on reservations we hold Wed morning Any leeway,neutral
how about a real live person talk to the person whose luggage was lost for days and vacation wrecked,negative
will do if you follow back I can DM that info,neutral
has the most INCREDIBLE customer service Ive ever experienced So refreshing,positive
so you are saying that customer care does not report to anyone Their response is humiliating for a company that serves the public,negative
WTF Why cant you update your times in a timely manner Youve known the fight was more delayed Ur service is awful,negative
also the problem is not calling us at all Other airlines send an automatic call and email and they rebook as a courtesy,negative
Well I can tell you that your customer service at RDU airport is horrific but is exception at OHare in Chicago,negative
Did you find out where it is Thanks,neutral
btw not upset at usaiways promise,neutral
Can care less if youre without your bags for a day or a week Ive been stories in the last hoursI WANT MY BAG,negative
Need more info on that We have great amenity kits PJs not included We status match AA KP,neutral
That is the height of rudeness and without question the worst customer service I have ever experienced,negative
RedCarpet Southwest Companion Pass would be great,positive
is there a better time to call My flight is on Friday and I need to change it Worried I may be on hold until then,negative
um no just hanging out whats new w you,neutral
wifi stays connected about the lifetime of a higgs boson,negative
your customer service is terrible youre terrible thought you should know,negative
